120322-bin99|PROKKA_MOD_00054	2.7.7.6
120322-bin99|PROKKA_MOD_00079	3.6.3.-
120322-bin99|PROKKA_MOD_00081	2.5.1.17
120322-bin99|PROKKA_MOD_00085	2.-.-.-
120322-bin99|PROKKA_MOD_00086	3.1.3.3
120322-bin99|PROKKA_MOD_00087	2.4.2.21
120322-bin99|PROKKA_MOD_00088	2.7.1.156
120322-bin99|PROKKA_MOD_00091	3.4.21.53
120322-bin99|PROKKA_MOD_00093	5.2.1.8
120322-bin99|PROKKA_MOD_00094	2.1.1.33
120322-bin99|PROKKA_MOD_00100	2.1.1.171
120322-bin99|PROKKA_MOD_00101	2.7.7.3
120322-bin99|PROKKA_MOD_00102	3.2.2.23
120322-bin99|PROKKA_MOD_00109	3.1.21.2
120322-bin99|PROKKA_MOD_00112	2.1.1.207
120322-bin99|PROKKA_MOD_00115	6.3.4.19
120322-bin99|PROKKA_MOD_00116	6.3.4.2
120322-bin99|PROKKA_MOD_00117	2.5.1.55
120322-bin99|PROKKA_MOD_00118	4.2.1.11
120322-bin99|PROKKA_MOD_00123	1.2.1.38
120322-bin99|PROKKA_MOD_00125	5.4.3.8
120322-bin99|PROKKA_MOD_00126	4.2.1.24
120322-bin99|PROKKA_MOD_00127	5.4.99.19
120322-bin99|PROKKA_MOD_00128	2.1.1.172
120322-bin99|PROKKA_MOD_00129	1.14.13.-
120322-bin99|PROKKA_MOD_00130	1.14.13.-
120322-bin99|PROKKA_MOD_00131	3.4.11.9
120322-bin99|PROKKA_MOD_00134	1.3.-.-
120322-bin99|PROKKA_MOD_00136	4.2.3.1
120322-bin99|PROKKA_MOD_00137	1.1.1.3
120322-bin99|PROKKA_MOD_00146	3.5.2.3
120322-bin99|PROKKA_MOD_00150	3.-.-.-
120322-bin99|PROKKA_MOD_00151	1.-.-.-
120322-bin99|PROKKA_MOD_00155	1.11.1.5
120322-bin99|PROKKA_MOD_00158	3.5.2.7
120322-bin99|PROKKA_MOD_00160	4.3.1.3
120322-bin99|PROKKA_MOD_00161	4.2.1.49
120322-bin99|PROKKA_MOD_00162	3.5.4.32
120322-bin99|PROKKA_MOD_00171	2.8.1.7
120322-bin99|PROKKA_MOD_00173	2.1.1.200
120322-bin99|PROKKA_MOD_00174	3.1.3.25
120322-bin99|PROKKA_MOD_00179	2.1.1.228
120322-bin99|PROKKA_MOD_00181	3.1.13.1
120322-bin99|PROKKA_MOD_00183	5.1.1.7
120322-bin99|PROKKA_MOD_00184	4.1.1.20
120322-bin99|PROKKA_MOD_00187	4.3.2.1
120322-bin99|PROKKA_MOD_00190	3.5.1.-
120322-bin99|PROKKA_MOD_00194	3.6.1.55
120322-bin99|PROKKA_MOD_00196	2.7.1.24
120322-bin99|PROKKA_MOD_00202	1.5.1.3
120322-bin99|PROKKA_MOD_00203	2.1.1.45
120322-bin99|PROKKA_MOD_00204	2.4.99.-
120322-bin99|PROKKA_MOD_00206	2.7.3.9
120322-bin99|PROKKA_MOD_00207	3.6.1.-
120322-bin99|PROKKA_MOD_00208	3.1.3.3
120322-bin99|PROKKA_MOD_00214	6.1.1.10
120322-bin99|PROKKA_MOD_00216	3.5.4.13
120322-bin99|PROKKA_MOD_00219	6.1.1.4
120322-bin99|PROKKA_MOD_00221	2.7.7.7
120322-bin99|PROKKA_MOD_00225	2.7.7.9
120322-bin99|PROKKA_MOD_00228	5.2.1.8
120322-bin99|PROKKA_MOD_00232	2.6.1.52
120322-bin99|PROKKA_MOD_00233	1.1.1.95
120322-bin99|PROKKA_MOD_00235	2.3.1.179
120322-bin99|PROKKA_MOD_00237	2.1.1.193
120322-bin99|PROKKA_MOD_00238	1.5.1.20
120322-bin99|PROKKA_MOD_00241	6.3.2.9
120322-bin99|PROKKA_MOD_00242	2.7.8.13
120322-bin99|PROKKA_MOD_00243	6.3.2.10
120322-bin99|PROKKA_MOD_00244	6.3.2.13
120322-bin99|PROKKA_MOD_00245	2.4.1.129
120322-bin99|PROKKA_MOD_00247	2.1.1.199
120322-bin99|PROKKA_MOD_00250	2.-.-.-
120322-bin99|PROKKA_MOD_00252	3.1.-.-
120322-bin99|PROKKA_MOD_00254	2.3.1.-
120322-bin99|PROKKA_MOD_00255	1.11.1.15
120322-bin99|PROKKA_MOD_00257	6.1.1.4
120322-bin99|PROKKA_MOD_00258	2.7.1.-
120322-bin99|PROKKA_MOD_00260	2.7.11.-
120322-bin99|PROKKA_MOD_00263	3.5.1.100
120322-bin99|PROKKA_MOD_00265	3.1.26.-
120322-bin99|PROKKA_MOD_00267	2.8.3.16
120322-bin99|PROKKA_MOD_00268	4.1.3.4
120322-bin99|PROKKA_MOD_00269	6.4.1.8
120322-bin99|PROKKA_MOD_00270	6.4.1.8
120322-bin99|PROKKA_MOD_00272	3.5.1.59
120322-bin99|PROKKA_MOD_00275	2.1.1.170
120322-bin99|PROKKA_MOD_00283	3.6.3.14
120322-bin99|PROKKA_MOD_00287	3.6.4.12
120322-bin99|PROKKA_MOD_00301	2.3.1.30
120322-bin99|PROKKA_MOD_00307	1.10.2.2
120322-bin99|PROKKA_MOD_00309	2.8.3.16
120322-bin99|PROKKA_MOD_00310	3.5.1.49
120322-bin99|PROKKA_MOD_00312	4.1.3.4
120322-bin99|PROKKA_MOD_00315	1.2.1.79
120322-bin99|PROKKA_MOD_00317	1.3.1.-
120322-bin99|PROKKA_MOD_00319	6.3.5.-
120322-bin99|PROKKA_MOD_00320	6.3.5.-
120322-bin99|PROKKA_MOD_00321	6.3.5.-
120322-bin99|PROKKA_MOD_00324	1.14.11.17
120322-bin99|PROKKA_MOD_00327	4.2.1.109
120322-bin99|PROKKA_MOD_00329	1.8.1.8
120322-bin99|PROKKA_MOD_00330	4.2.1.10
120322-bin99|PROKKA_MOD_00332	6.3.4.14
120322-bin99|PROKKA_MOD_00333	2.1.1.-
120322-bin99|PROKKA_MOD_00335	1.-.-.-
120322-bin99|PROKKA_MOD_00344	1.3.99.1
120322-bin99|PROKKA_MOD_00345	1.2.4.2
120322-bin99|PROKKA_MOD_00346	2.3.1.61
120322-bin99|PROKKA_MOD_00347	1.8.1.4
120322-bin99|PROKKA_MOD_00348	6.2.1.5
120322-bin99|PROKKA_MOD_00349	6.2.1.5
120322-bin99|PROKKA_MOD_00352	3.6.4.12
120322-bin99|PROKKA_MOD_00359	1.3.1.-
120322-bin99|PROKKA_MOD_00360	1.-.-.-
120322-bin99|PROKKA_MOD_00361	1.14.13.163
120322-bin99|PROKKA_MOD_00363	1.2.1.3
120322-bin99|PROKKA_MOD_00367	4.3.1.17
120322-bin99|PROKKA_MOD_00368	1.14.15.3
120322-bin99|PROKKA_MOD_00369	2.3.1.29
120322-bin99|PROKKA_MOD_00370	1.1.1.103
120322-bin99|PROKKA_MOD_00374	2.6.1.42
120322-bin99|PROKKA_MOD_00375	2.7.7.42
120322-bin99|PROKKA_MOD_00377	2.3.1.1
120322-bin99|PROKKA_MOD_00378	4.2.1.9
120322-bin99|PROKKA_MOD_00380	2.1.1.13
120322-bin99|PROKKA_MOD_00382	4.2.1.3
120322-bin99|PROKKA_MOD_00385	1.14.13.114
120322-bin99|PROKKA_MOD_00386	1.7.-.-
120322-bin99|PROKKA_MOD_00390	4.3.2.2
120322-bin99|PROKKA_MOD_00391	1.14.11.-
120322-bin99|PROKKA_MOD_00392	2.3.2.2
120322-bin99|PROKKA_MOD_00393	2.3.1.-
120322-bin99|PROKKA_MOD_00395	2.3.3.9
120322-bin99|PROKKA_MOD_00402	4.2.1.17
120322-bin99|PROKKA_MOD_00408	1.11.1.17
120322-bin99|PROKKA_MOD_00410	2.3.1.41
120322-bin99|PROKKA_MOD_00411	4.2.1.59
120322-bin99|PROKKA_MOD_00412	2.5.1.90
120322-bin99|PROKKA_MOD_00415	3.4.24.-
120322-bin99|PROKKA_MOD_00417	2.3.1.30
120322-bin99|PROKKA_MOD_00420	3.1.3.3
120322-bin99|PROKKA_MOD_00421	2.5.1.-
120322-bin99|PROKKA_MOD_00422	4.1.3.40
120322-bin99|PROKKA_MOD_00423	2.3.1.-
120322-bin99|PROKKA_MOD_00424	2.7.7.9
120322-bin99|PROKKA_MOD_00425	6.1.1.14
120322-bin99|PROKKA_MOD_00426	6.1.1.14
120322-bin99|PROKKA_MOD_00427	2.3.1.51
120322-bin99|PROKKA_MOD_00429	5.99.1.3
120322-bin99|PROKKA_MOD_00431	2.7.7.7
120322-bin99|PROKKA_MOD_00436	6.2.1.1
120322-bin99|PROKKA_MOD_00443	6.1.1.21
120322-bin99|PROKKA_MOD_00444	1.17.7.1
120322-bin99|PROKKA_MOD_00447	2.1.1.166
120322-bin99|PROKKA_MOD_00448	3.4.24.-
120322-bin99|PROKKA_MOD_00449	2.5.1.15
120322-bin99|PROKKA_MOD_00450	5.4.2.10
120322-bin99|PROKKA_MOD_00451	5.3.1.1
120322-bin99|PROKKA_MOD_00453	5.4.2.2
120322-bin99|PROKKA_MOD_00454	2.7.2.8
120322-bin99|PROKKA_MOD_00457	2.4.2.10
120322-bin99|PROKKA_MOD_00458	2.7.7.56
120322-bin99|PROKKA_MOD_00464	6.3.3.2
120322-bin99|PROKKA_MOD_00465	2.7.1.40
120322-bin99|PROKKA_MOD_00466	4.3.1.19
120322-bin99|PROKKA_MOD_00467	5.3.1.6
120322-bin99|PROKKA_MOD_00468	2.7.1.15
120322-bin99|PROKKA_MOD_00469	6.3.3.3
120322-bin99|PROKKA_MOD_00470	2.1.1.197
120322-bin99|PROKKA_MOD_00471	2.3.1.47
120322-bin99|PROKKA_MOD_00472	2.8.1.6
120322-bin99|PROKKA_MOD_00477	3.6.3.-
120322-bin99|PROKKA_MOD_00479	1.3.1.-
120322-bin99|PROKKA_MOD_00480	4.1.3.-
120322-bin99|PROKKA_MOD_00481	3.5.4.25
120322-bin99|PROKKA_MOD_00482	3.6.3.-
120322-bin99|PROKKA_MOD_00483	3.1.22.4
120322-bin99|PROKKA_MOD_00484	3.6.4.12
120322-bin99|PROKKA_MOD_00485	3.6.4.12
120322-bin99|PROKKA_MOD_00486	3.1.2.-
120322-bin99|PROKKA_MOD_00491	4.2.2.-
120322-bin99|PROKKA_MOD_00492	3.5.4.33
120322-bin99|PROKKA_MOD_00493	3.4.21.26
120322-bin99|PROKKA_MOD_00504	2.7.11.1
120322-bin99|PROKKA_MOD_00506	6.1.1.15
120322-bin99|PROKKA_MOD_00510	3.4.11.6
120322-bin99|PROKKA_MOD_00511	6.3.5.5
120322-bin99|PROKKA_MOD_00513	2.1.3.3
120322-bin99|PROKKA_MOD_00514	2.6.1.11
120322-bin99|PROKKA_MOD_00520	2.1.1.63
120322-bin99|PROKKA_MOD_00523	3.5.1.28
120322-bin99|PROKKA_MOD_00526	3.6.3.-
120322-bin99|PROKKA_MOD_00527	1.8.4.11
120322-bin99|PROKKA_MOD_00528	2.5.1.-
120322-bin99|PROKKA_MOD_00529	2.4.2.14
120322-bin99|PROKKA_MOD_00532	3.4.19.5
120322-bin99|PROKKA_MOD_00545	3.1.3.1
120322-bin99|PROKKA_MOD_00548	1.6.99.5
120322-bin99|PROKKA_MOD_00549	1.6.99.5
120322-bin99|PROKKA_MOD_00556	6.2.1.3
120322-bin99|PROKKA_MOD_00558	5.1.3.1
120322-bin99|PROKKA_MOD_00559	4.1.3.27
120322-bin99|PROKKA_MOD_00560	4.1.3.27
120322-bin99|PROKKA_MOD_00561	2.4.2.18
120322-bin99|PROKKA_MOD_00562	2.7.7.7
120322-bin99|PROKKA_MOD_00567	3.1.1.10
120322-bin99|PROKKA_MOD_00569	1.-.-.-
120322-bin99|PROKKA_MOD_00570	3.7.1.17
120322-bin99|PROKKA_MOD_00572	3.1.3.8
120322-bin99|PROKKA_MOD_00575	1.6.99.5
120322-bin99|PROKKA_MOD_00576	1.6.99.5
120322-bin99|PROKKA_MOD_00577	1.6.99.5
120322-bin99|PROKKA_MOD_00578	1.6.99.5
120322-bin99|PROKKA_MOD_00579	1.6.99.5
120322-bin99|PROKKA_MOD_00580	1.6.5.-
120322-bin99|PROKKA_MOD_00581	3.4.21.107
120322-bin99|PROKKA_MOD_00582	2.6.1.9
120322-bin99|PROKKA_MOD_00583	1.1.1.23
120322-bin99|PROKKA_MOD_00584	2.4.2.17
120322-bin99|PROKKA_MOD_00585	2.5.1.7
120322-bin99|PROKKA_MOD_00588	1.20.4.1
120322-bin99|PROKKA_MOD_00589	1.6.5.2
120322-bin99|PROKKA_MOD_00591	3.4.21.-
120322-bin99|PROKKA_MOD_00595	4.1.1.49
120322-bin99|PROKKA_MOD_00597	6.1.1.2
120322-bin99|PROKKA_MOD_00598	3.4.11.-
120322-bin99|PROKKA_MOD_00599	1.1.1.60
120322-bin99|PROKKA_MOD_00600	3.6.1.27
120322-bin99|PROKKA_MOD_00609	1.2.1.70
120322-bin99|PROKKA_MOD_00612	2.7.1.148
120322-bin99|PROKKA_MOD_00615	1.3.1.-
120322-bin99|PROKKA_MOD_00618	2.7.11.5
120322-bin99|PROKKA_MOD_00628	2.7.7.8
120322-bin99|PROKKA_MOD_00632	3.1.1.31
120322-bin99|PROKKA_MOD_00633	1.1.1.49
120322-bin99|PROKKA_MOD_00635	2.7.1.2
120322-bin99|PROKKA_MOD_00636	4.2.1.12
120322-bin99|PROKKA_MOD_00637	1.6.99.5
120322-bin99|PROKKA_MOD_00638	1.6.99.5
120322-bin99|PROKKA_MOD_00639	1.6.99.5
120322-bin99|PROKKA_MOD_00640	1.6.99.5
120322-bin99|PROKKA_MOD_00641	1.6.99.5
120322-bin99|PROKKA_MOD_00642	1.6.99.5
120322-bin99|PROKKA_MOD_00643	1.1.1.86
120322-bin99|PROKKA_MOD_00644	3.1.3.48
120322-bin99|PROKKA_MOD_00646	2.3.3.13
120322-bin99|PROKKA_MOD_00652	1.3.99.-
120322-bin99|PROKKA_MOD_00653	2.1.3.1
120322-bin99|PROKKA_MOD_00654	4.1.2.41
120322-bin99|PROKKA_MOD_00655	6.3.4.14
120322-bin99|PROKKA_MOD_00656	6.1.1.1
120322-bin99|PROKKA_MOD_00657	3.4.24.75
120322-bin99|PROKKA_MOD_00658	2.7.1.170
120322-bin99|PROKKA_MOD_00661	1.6.5.5
120322-bin99|PROKKA_MOD_00664	1.4.3.5
120322-bin99|PROKKA_MOD_00665	1.1.1.69
120322-bin99|PROKKA_MOD_00668	3.6.4.13
120322-bin99|PROKKA_MOD_00669	5.4.99.2
120322-bin99|PROKKA_MOD_00671	1.3.99.16
120322-bin99|PROKKA_MOD_00672	1.3.99.16
120322-bin99|PROKKA_MOD_00673	3.8.1.5
120322-bin99|PROKKA_MOD_00674	2.7.1.-
120322-bin99|PROKKA_MOD_00676	1.3.99.-
120322-bin99|PROKKA_MOD_00678	2.3.1.180
120322-bin99|PROKKA_MOD_00679	2.7.7.7
120322-bin99|PROKKA_MOD_00680	6.4.1.2
120322-bin99|PROKKA_MOD_00684	4.3.1.19
120322-bin99|PROKKA_MOD_00686	2.2.1.6
120322-bin99|PROKKA_MOD_00689	4.1.1.-
120322-bin99|PROKKA_MOD_00690	3.6.4.-
120322-bin99|PROKKA_MOD_00693	2.7.1.148
120322-bin99|PROKKA_MOD_00694	2.7.6.1
120322-bin99|PROKKA_MOD_00696	3.1.1.29
120322-bin99|PROKKA_MOD_00699	1.1.1.85
120322-bin99|PROKKA_MOD_00700	4.2.1.33
120322-bin99|PROKKA_MOD_00701	4.2.1.33
120322-bin99|PROKKA_MOD_00704	2.5.1.6
120322-bin99|PROKKA_MOD_00706	2.2.1.1
120322-bin99|PROKKA_MOD_00707	1.2.1.72
120322-bin99|PROKKA_MOD_00709	3.5.4.-
120322-bin99|PROKKA_MOD_00711	2.7.7.6
120322-bin99|PROKKA_MOD_00712	2.7.4.8
120322-bin99|PROKKA_MOD_00714	2.7.7.-
120322-bin99|PROKKA_MOD_00716	1.3.1.-
120322-bin99|PROKKA_MOD_00717	2.3.1.-
120322-bin99|PROKKA_MOD_00718	4.3.3.7
120322-bin99|PROKKA_MOD_00722	3.5.1.91
120322-bin99|PROKKA_MOD_00724	2.1.3.2
120322-bin99|PROKKA_MOD_00725	3.1.11.1
120322-bin99|PROKKA_MOD_00727	4.2.1.2
120322-bin99|PROKKA_MOD_00730	4.2.2.-
120322-bin99|PROKKA_MOD_00732	3.4.16.4
120322-bin99|PROKKA_MOD_00735	2.7.13.3
120322-bin99|PROKKA_MOD_00738	6.3.1.2
120322-bin99|PROKKA_MOD_00742	5.3.1.13
120322-bin99|PROKKA_MOD_00743	3.1.3.45
120322-bin99|PROKKA_MOD_00746	3.6.3.-
120322-bin99|PROKKA_MOD_00754	4.99.1.1
120322-bin99|PROKKA_MOD_00755	1.2.1.41
120322-bin99|PROKKA_MOD_00756	2.7.7.18
120322-bin99|PROKKA_MOD_00758	2.1.1.177
120322-bin99|PROKKA_MOD_00761	5.4.99.2
120322-bin99|PROKKA_MOD_00762	6.4.1.3
120322-bin99|PROKKA_MOD_00764	2.7.7.7
120322-bin99|PROKKA_MOD_00768	1.3.8.1
120322-bin99|PROKKA_MOD_00772	2.1.1.-
120322-bin99|PROKKA_MOD_00775	3.6.4.13
120322-bin99|PROKKA_MOD_00777	4.2.3.4
120322-bin99|PROKKA_MOD_00778	1.4.1.13
120322-bin99|PROKKA_MOD_00779	2.5.1.47
120322-bin99|PROKKA_MOD_00780	2.7.8.7
120322-bin99|PROKKA_MOD_00783	3.1.26.3
120322-bin99|PROKKA_MOD_00785	3.4.21.89
120322-bin99|PROKKA_MOD_00786	2.6.1.16
120322-bin99|PROKKA_MOD_00789	3.6.3.14
120322-bin99|PROKKA_MOD_00794	6.3.2.4
120322-bin99|PROKKA_MOD_00795	6.3.2.8
120322-bin99|PROKKA_MOD_00803	2.8.1.1
120322-bin99|PROKKA_MOD_00807	1.1.1.94
120322-bin99|PROKKA_MOD_00809	3.1.1.10
120322-bin99|PROKKA_MOD_00810	2.7.1.107
120322-bin99|PROKKA_MOD_00812	2.7.-.-
120322-bin99|PROKKA_MOD_00817	2.7.11.5
120322-bin99|PROKKA_MOD_00829	3.1.3.1
120322-bin99|PROKKA_MOD_00832	2.5.1.18
120322-bin99|PROKKA_MOD_00833	2.1.1.187
120322-bin99|PROKKA_MOD_00834	6.1.1.3
120322-bin99|PROKKA_MOD_00838	6.1.1.20
120322-bin99|PROKKA_MOD_00839	6.1.1.20
120322-bin99|PROKKA_MOD_00840	2.3.1.31
120322-bin99|PROKKA_MOD_00843	3.6.1.19
120322-bin99|PROKKA_MOD_00844	1.3.99.22
120322-bin99|PROKKA_MOD_00846	1.1.1.25
120322-bin99|PROKKA_MOD_00847	1.3.3.3
120322-bin99|PROKKA_MOD_00849	5.4.99.18
120322-bin99|PROKKA_MOD_00854	2.7.4.22
120322-bin99|PROKKA_MOD_00856	2.5.1.31
120322-bin99|PROKKA_MOD_00857	2.7.7.41
120322-bin99|PROKKA_MOD_00863	3.6.3.41
120322-bin99|PROKKA_MOD_00864	2.1.3.1
120322-bin99|PROKKA_MOD_00866	6.1.1.19
120322-bin99|PROKKA_MOD_00867	3.5.1.-
120322-bin99|PROKKA_MOD_00869	3.5.1.46
120322-bin99|PROKKA_MOD_00871	2.1.1.-
120322-bin99|PROKKA_MOD_00877	3.4.24.75
120322-bin99|PROKKA_MOD_00881	2.5.1.9
120322-bin99|PROKKA_MOD_00883	2.5.1.78
120322-bin99|PROKKA_MOD_00885	2.7.4.16
120322-bin99|PROKKA_MOD_00886	3.1.3.27
120322-bin99|PROKKA_MOD_00890	6.3.2.2
120322-bin99|PROKKA_MOD_00895	2.5.1.19
120322-bin99|PROKKA_MOD_00896	2.7.4.25
120322-bin99|PROKKA_MOD_00906	3.1.2.-
120322-bin99|PROKKA_MOD_00909	1.2.1.83
120322-bin99|PROKKA_MOD_00910	1.1.1.-
120322-bin99|PROKKA_MOD_00913	3.1.4.17
120322-bin99|PROKKA_MOD_00915	3.6.1.13
120322-bin99|PROKKA_MOD_00920	2.1.2.1
120322-bin99|PROKKA_MOD_00925	4.2.1.9
120322-bin99|PROKKA_MOD_00937	3.7.1.3
120322-bin99|PROKKA_MOD_00939	1.3.99.-
120322-bin99|PROKKA_MOD_00940	1.1.1.100
120322-bin99|PROKKA_MOD_00941	4.1.2.49
120322-bin99|PROKKA_MOD_00942	2.9.1.-
120322-bin99|PROKKA_MOD_00943	2.7.9.3
120322-bin99|PROKKA_MOD_00944	2.6.1.1
120322-bin99|PROKKA_MOD_00945	2.7.1.71
120322-bin99|PROKKA_MOD_00946	2.7.1.23
120322-bin99|PROKKA_MOD_00947	3.4.21.105
120322-bin99|PROKKA_MOD_00951	2.7.13.3
120322-bin99|PROKKA_MOD_00953	6.1.1.-
120322-bin99|PROKKA_MOD_00957	2.1.1.77
120322-bin99|PROKKA_MOD_00968	2.7.1.33
120322-bin99|PROKKA_MOD_00981	1.1.1.100
120322-bin99|PROKKA_MOD_00983	6.4.1.8
120322-bin99|PROKKA_MOD_00984	6.4.1.8
120322-bin99|PROKKA_MOD_00986	6.1.1.12
120322-bin99|PROKKA_MOD_01003	4.2.1.1
120322-bin99|PROKKA_MOD_01005	3.5.3.22
120322-bin99|PROKKA_MOD_01006	3.2.1.73
120322-bin99|PROKKA_MOD_01008	2.1.1.266
120322-bin99|PROKKA_MOD_01012	1.13.12.16
120322-bin99|PROKKA_MOD_01017	1.3.99.-
120322-bin99|PROKKA_MOD_01020	3.4.23.36
120322-bin99|PROKKA_MOD_01021	5.2.1.8
120322-bin99|PROKKA_MOD_01022	1.17.1.2
120322-bin99|PROKKA_MOD_01023	5.3.1.9
120322-bin99|PROKKA_MOD_01025	1.4.3.16
120322-bin99|PROKKA_MOD_01034	2.8.3.15
120322-bin99|PROKKA_MOD_01039	5.4.99.23
120322-bin99|PROKKA_MOD_01043	2.2.1.6
120322-bin99|PROKKA_MOD_01046	1.-.-.-
120322-bin99|PROKKA_MOD_01050	2.3.1.-
120322-bin99|PROKKA_MOD_01051	2.3.1.39
120322-bin99|PROKKA_MOD_01052	1.1.1.100
120322-bin99|PROKKA_MOD_01054	6.3.2.-
120322-bin99|PROKKA_MOD_01055	3.1.2.-
120322-bin99|PROKKA_MOD_01056	1.3.99.32
120322-bin99|PROKKA_MOD_01058	2.7.13.3
120322-bin99|PROKKA_MOD_01061	1.6.1.2
120322-bin99|PROKKA_MOD_01062	1.6.1.2
120322-bin99|PROKKA_MOD_01063	1.6.1.2
120322-bin99|PROKKA_MOD_01067	3.5.1.107
120322-bin99|PROKKA_MOD_01077	3.4.21.-
120322-bin99|PROKKA_MOD_01079	5.4.2.1
120322-bin99|PROKKA_MOD_01081	3.5.1.46
120322-bin99|PROKKA_MOD_01085	5.4.99.25
120322-bin99|PROKKA_MOD_01090	1.-.-.-
120322-bin99|PROKKA_MOD_01091	2.3.1.16
120322-bin99|PROKKA_MOD_01092	1.1.1.-
120322-bin99|PROKKA_MOD_01093	4.2.1.17
120322-bin99|PROKKA_MOD_01094	3.5.1.91
120322-bin99|PROKKA_MOD_01100	2.1.1.-
120322-bin99|PROKKA_MOD_01101	1.2.1.3
120322-bin99|PROKKA_MOD_01102	1.17.1.8
120322-bin99|PROKKA_MOD_01106	3.5.1.83
120322-bin99|PROKKA_MOD_01107	3.8.1.5
120322-bin99|PROKKA_MOD_01108	2.7.1.130
120322-bin99|PROKKA_MOD_01109	2.7.7.38
120322-bin99|PROKKA_MOD_01110	3.1.3.48
120322-bin99|PROKKA_MOD_01111	1.3.1.98
120322-bin99|PROKKA_MOD_01117	3.6.3.14
120322-bin99|PROKKA_MOD_01121	2.6.1.18
120322-bin99|PROKKA_MOD_01123	4.2.99.18
120322-bin99|PROKKA_MOD_01124	2.6.1.83
120322-bin99|PROKKA_MOD_01128	3.1.3.5
120322-bin99|PROKKA_MOD_01132	6.5.1.2
120322-bin99|PROKKA_MOD_01135	1.1.1.157
120322-bin99|PROKKA_MOD_01142	2.7.7.7
120322-bin99|PROKKA_MOD_01143	1.1.1.290
120322-bin99|PROKKA_MOD_01144	2.6.1.2
120322-bin99|PROKKA_MOD_01145	3.6.5.-
120322-bin99|PROKKA_MOD_01146	3.4.21.107
120322-bin99|PROKKA_MOD_01148	3.4.11.2
120322-bin99|PROKKA_MOD_01151	3.5.1.93
120322-bin99|PROKKA_MOD_01154	1.13.11.63
120322-bin99|PROKKA_MOD_01155	5.3.3.2
120322-bin99|PROKKA_MOD_01159	2.7.4.9
120322-bin99|PROKKA_MOD_01160	2.7.7.7
120322-bin99|PROKKA_MOD_01162	2.3.1.-
120322-bin99|PROKKA_MOD_01163	3.4.11.6
120322-bin99|PROKKA_MOD_01165	4.1.1.17
120322-bin99|PROKKA_MOD_01167	2.6.1.62
120322-bin99|PROKKA_MOD_01169	2.5.1.54
120322-bin99|PROKKA_MOD_01172	3.1.26.5
120322-bin99|PROKKA_MOD_01175	3.6.-.-
120322-bin99|PROKKA_MOD_01177	3.6.4.12
120322-bin99|PROKKA_MOD_01182	1.1.1.90
120322-bin99|PROKKA_MOD_01185	1.4.1.13
120322-bin99|PROKKA_MOD_01186	4.1.1.37
120322-bin99|PROKKA_MOD_01188	3.1.21.-
120322-bin99|PROKKA_MOD_01189	3.-.-.-
120322-bin99|PROKKA_MOD_01191	1.1.1.37
120322-bin99|PROKKA_MOD_01192	3.4.24.55
120322-bin99|PROKKA_MOD_01196	3.6.3.-
120322-bin99|PROKKA_MOD_01199	3.6.3.-
120322-bin99|PROKKA_MOD_01209	1.4.3.16
120322-bin99|PROKKA_MOD_01210	6.2.1.3
120322-bin99|PROKKA_MOD_01215	6.3.2.3
120322-bin99|PROKKA_MOD_01219	2.1.1.176
120322-bin99|PROKKA_MOD_01220	2.1.2.9
120322-bin99|PROKKA_MOD_01221	3.5.1.88
120322-bin99|PROKKA_MOD_01222	5.99.1.3
120322-bin99|PROKKA_MOD_01223	3.5.4.28
120322-bin99|PROKKA_MOD_01224	3.6.3.-
120322-bin99|PROKKA_MOD_01227	1.6.1.1
120322-bin99|PROKKA_MOD_01228	2.8.1.7
120322-bin99|PROKKA_MOD_01231	4.2.3.5
120322-bin99|PROKKA_MOD_01232	1.1.9.1
120322-bin99|PROKKA_MOD_01237	1.14.13.-
120322-bin99|PROKKA_MOD_01239	3.6.4.12
120322-bin99|PROKKA_MOD_01240	1.6.5.5
120322-bin99|PROKKA_MOD_01241	1.1.1.-
120322-bin99|PROKKA_MOD_01242	2.1.2.-
120322-bin99|PROKKA_MOD_01243	3.4.24.-
120322-bin99|PROKKA_MOD_01249	5.2.1.8
120322-bin99|PROKKA_MOD_01250	4.2.2.-
120322-bin99|PROKKA_MOD_01254	4.2.1.20
120322-bin99|PROKKA_MOD_01255	4.2.1.20
120322-bin99|PROKKA_MOD_01261	2.2.1.2
120322-bin99|PROKKA_MOD_01262	1.-.-.-
120322-bin99|PROKKA_MOD_01264	4.2.1.33
120322-bin99|PROKKA_MOD_01265	4.2.1.33
120322-bin99|PROKKA_MOD_01267	3.1.3.18
120322-bin99|PROKKA_MOD_01268	5.4.99.24
120322-bin99|PROKKA_MOD_01269	3.1.26.12
120322-bin99|PROKKA_MOD_01272	1.1.1.100
120322-bin99|PROKKA_MOD_01273	4.6.1.1
120322-bin99|PROKKA_MOD_01274	1.7.1.13
120322-bin99|PROKKA_MOD_01276	6.4.1.2
120322-bin99|PROKKA_MOD_01277	5.3.1.24
120322-bin99|PROKKA_MOD_01278	5.4.99.12
120322-bin99|PROKKA_MOD_01283	2.4.99.17
120322-bin99|PROKKA_MOD_01284	2.4.2.29
120322-bin99|PROKKA_MOD_01285	2.7.2.4
120322-bin99|PROKKA_MOD_01286	6.1.1.7
120322-bin99|PROKKA_MOD_01287	2.1.2.10
120322-bin99|PROKKA_MOD_01292	4.1.2.13
120322-bin99|PROKKA_MOD_01293	2.7.2.3
