120619-bin3|PROKKA_MOD_01545	PF01135
120619-bin3|PROKKA_MOD_01546	PF01142
120619-bin3|PROKKA_MOD_01547	PF02542
120619-bin3|PROKKA_MOD_01548	PF01128
120619-bin3|PROKKA_MOD_01549	PF04977
120619-bin3|PROKKA_MOD_01551	PF13360
120619-bin3|PROKKA_MOD_01552	PF05618
120619-bin3|PROKKA_MOD_01553	PF08443
120619-bin3|PROKKA_MOD_01554	PF04952
120619-bin3|PROKKA_MOD_01555	PF02127
120619-bin3|PROKKA_MOD_01556	PF00291
120619-bin3|PROKKA_MOD_01557	PF14714
120619-bin3|PROKKA_MOD_01558	PF02556
120619-bin3|PROKKA_MOD_01559	PF00581
120619-bin3|PROKKA_MOD_01560	PF01676
120619-bin3|PROKKA_MOD_01561	PF01551
120619-bin3|PROKKA_MOD_01562	PF03572
120619-bin3|PROKKA_MOD_01563	PF00977
120619-bin3|PROKKA_MOD_01564	PF00977
120619-bin3|PROKKA_MOD_01566	PF00156
120619-bin3|PROKKA_MOD_01567	PF00924
120619-bin3|PROKKA_MOD_01568	PF00933
120619-bin3|PROKKA_MOD_01569	PF01726
120619-bin3|PROKKA_MOD_01570	PF01131
120619-bin3|PROKKA_MOD_01571	PF02347
120619-bin3|PROKKA_MOD_01573	PF07045
120619-bin3|PROKKA_MOD_01574	PF00557
120619-bin3|PROKKA_MOD_01575	PF04413
120619-bin3|PROKKA_MOD_01576	PF02219
120619-bin3|PROKKA_MOD_01577	PF05221
120619-bin3|PROKKA_MOD_01578	PF02773
120619-bin3|PROKKA_MOD_01579	PF13847
120619-bin3|PROKKA_MOD_01580	PF00456
120619-bin3|PROKKA_MOD_01582	PF02882
120619-bin3|PROKKA_MOD_01583	PF01925
120619-bin3|PROKKA_MOD_01585	PF00440
120619-bin3|PROKKA_MOD_01586	PF01553
120619-bin3|PROKKA_MOD_01587	PF00881
120619-bin3|PROKKA_MOD_01588	PF04055
120619-bin3|PROKKA_MOD_01590	PF00702
120619-bin3|PROKKA_MOD_01591	PF08007
120619-bin3|PROKKA_MOD_01592	PF08328
120619-bin3|PROKKA_MOD_01593	PF04356
120619-bin3|PROKKA_MOD_01594	PF03054
120619-bin3|PROKKA_MOD_01597	PF01127
120619-bin3|PROKKA_MOD_01598	PF01127
120619-bin3|PROKKA_MOD_01599	PF00890
120619-bin3|PROKKA_MOD_01600	PF13085
120619-bin3|PROKKA_MOD_01601	PF02779
120619-bin3|PROKKA_MOD_01602	PF00364
120619-bin3|PROKKA_MOD_01603	PF00089
120619-bin3|PROKKA_MOD_01605	PF08534
120619-bin3|PROKKA_MOD_01606	PF00939
120619-bin3|PROKKA_MOD_01607	PF00293
120619-bin3|PROKKA_MOD_01609	PF00593
120619-bin3|PROKKA_MOD_01612	PF02472
120619-bin3|PROKKA_MOD_01613	PF00596
120619-bin3|PROKKA_MOD_01614	PF01008
120619-bin3|PROKKA_MOD_01615	PF11969
120619-bin3|PROKKA_MOD_01616	PF05096
120619-bin3|PROKKA_MOD_01617	PF00586
120619-bin3|PROKKA_MOD_01618	PF00121
120619-bin3|PROKKA_MOD_01619	PF03840
120619-bin3|PROKKA_MOD_01620	PF00106
120619-bin3|PROKKA_MOD_01621	PF13417
120619-bin3|PROKKA_MOD_01622	PF02668
120619-bin3|PROKKA_MOD_01623	PF00107
120619-bin3|PROKKA_MOD_01625	PF12697
120619-bin3|PROKKA_MOD_01626	PF02805
120619-bin3|PROKKA_MOD_01627	PF13360
120619-bin3|PROKKA_MOD_01628	PF00920
120619-bin3|PROKKA_MOD_01631	PF09994
120619-bin3|PROKKA_MOD_01638	PF00115
120619-bin3|PROKKA_MOD_01639	PF00116
120619-bin3|PROKKA_MOD_01640	PF01040
120619-bin3|PROKKA_MOD_01641	PF02630
120619-bin3|PROKKA_MOD_01642	PF02441
120619-bin3|PROKKA_MOD_01643	PF00106
120619-bin3|PROKKA_MOD_01644	PF00270
120619-bin3|PROKKA_MOD_01645	PF09523
120619-bin3|PROKKA_MOD_01646	PF01225
120619-bin3|PROKKA_MOD_01647	PF02190
120619-bin3|PROKKA_MOD_01649	PF01926
120619-bin3|PROKKA_MOD_01650	PF01195
120619-bin3|PROKKA_MOD_01651	PF01386
120619-bin3|PROKKA_MOD_01652	PF13793
120619-bin3|PROKKA_MOD_01654	PF03550
120619-bin3|PROKKA_MOD_01656	PF02538
120619-bin3|PROKKA_MOD_01657	PF02729
120619-bin3|PROKKA_MOD_01658	PF02867
120619-bin3|PROKKA_MOD_01659	PF03143
120619-bin3|PROKKA_MOD_01661	PF02357
120619-bin3|PROKKA_MOD_01662	PF03946
120619-bin3|PROKKA_MOD_01663	PF00687
120619-bin3|PROKKA_MOD_01664	PF00466
120619-bin3|PROKKA_MOD_01665	PF00542
120619-bin3|PROKKA_MOD_01666	PF04565
120619-bin3|PROKKA_MOD_01668	PF00107
120619-bin3|PROKKA_MOD_01669	PF10095
120619-bin3|PROKKA_MOD_01671	PF03453
120619-bin3|PROKKA_MOD_01672	PF04321
120619-bin3|PROKKA_MOD_01673	PF00436
120619-bin3|PROKKA_MOD_01675	PF02091
120619-bin3|PROKKA_MOD_01676	PF02092
120619-bin3|PROKKA_MOD_01677	PF13242
120619-bin3|PROKKA_MOD_01678	PF00204
120619-bin3|PROKKA_MOD_01680	PF04264
120619-bin3|PROKKA_MOD_01681	PF00593
120619-bin3|PROKKA_MOD_01686	PF02515
120619-bin3|PROKKA_MOD_01687	PF14863
120619-bin3|PROKKA_MOD_01688	PF00753
120619-bin3|PROKKA_MOD_01689	PF12228
120619-bin3|PROKKA_MOD_01690	PF10411
120619-bin3|PROKKA_MOD_01691	PF01245
120619-bin3|PROKKA_MOD_01692	PF01746
120619-bin3|PROKKA_MOD_01693	PF01782
120619-bin3|PROKKA_MOD_01694	PF00886
120619-bin3|PROKKA_MOD_01695	PF00448
120619-bin3|PROKKA_MOD_01696	PF01578
120619-bin3|PROKKA_MOD_01699	PF00753
120619-bin3|PROKKA_MOD_01700	PF02771
120619-bin3|PROKKA_MOD_01701	PF03328
120619-bin3|PROKKA_MOD_01702	PF09694
120619-bin3|PROKKA_MOD_01703	PF01575
120619-bin3|PROKKA_MOD_01706	PF00474
120619-bin3|PROKKA_MOD_01707	PF13937
120619-bin3|PROKKA_MOD_01708	PF04751
120619-bin3|PROKKA_MOD_01709	PF03448
120619-bin3|PROKKA_MOD_01710	PF00381
120619-bin3|PROKKA_MOD_01711	PF03668
120619-bin3|PROKKA_MOD_01712	PF06969
120619-bin3|PROKKA_MOD_01713	PF01329
120619-bin3|PROKKA_MOD_01714	PF00696
120619-bin3|PROKKA_MOD_01715	PF00186
120619-bin3|PROKKA_MOD_01716	PF00303
120619-bin3|PROKKA_MOD_01717	PF01790
120619-bin3|PROKKA_MOD_01718	PF05742
120619-bin3|PROKKA_MOD_01720	PF01557
120619-bin3|PROKKA_MOD_01724	PF13147
120619-bin3|PROKKA_MOD_01725	PF00850
120619-bin3|PROKKA_MOD_01728	PF01989
120619-bin3|PROKKA_MOD_01729	PF02028
120619-bin3|PROKKA_MOD_01730	PF00135
120619-bin3|PROKKA_MOD_01731	PF00107
120619-bin3|PROKKA_MOD_01732	PF00106
120619-bin3|PROKKA_MOD_01733	PF12973
120619-bin3|PROKKA_MOD_01734	PF13759
120619-bin3|PROKKA_MOD_01736	PF07715
120619-bin3|PROKKA_MOD_01738	PF00005
120619-bin3|PROKKA_MOD_01739	PF00528
120619-bin3|PROKKA_MOD_01740	PF13531
120619-bin3|PROKKA_MOD_01741	PF07690
120619-bin3|PROKKA_MOD_01742	PF10067
120619-bin3|PROKKA_MOD_01744	PF04055
120619-bin3|PROKKA_MOD_01745	PF09285
120619-bin3|PROKKA_MOD_01746	PF00152
120619-bin3|PROKKA_MOD_01747	PF01063
120619-bin3|PROKKA_MOD_01748	PF00583
120619-bin3|PROKKA_MOD_01749	PF03971
120619-bin3|PROKKA_MOD_01751	PF12730
120619-bin3|PROKKA_MOD_01752	PF00005
120619-bin3|PROKKA_MOD_01753	PF01163
120619-bin3|PROKKA_MOD_01754	PF03747
120619-bin3|PROKKA_MOD_01759	PF00529
120619-bin3|PROKKA_MOD_01760	PF00005
120619-bin3|PROKKA_MOD_01761	PF00027
120619-bin3|PROKKA_MOD_01762	PF04773
120619-bin3|PROKKA_MOD_01763	PF03952
120619-bin3|PROKKA_MOD_01764	PF00793
120619-bin3|PROKKA_MOD_01765	PF06418
120619-bin3|PROKKA_MOD_01766	PF01171
120619-bin3|PROKKA_MOD_01769	PF00753
120619-bin3|PROKKA_MOD_01771	PF03553
120619-bin3|PROKKA_MOD_01772	PF00171
120619-bin3|PROKKA_MOD_01773	PF01467
120619-bin3|PROKKA_MOD_01776	PF00669
120619-bin3|PROKKA_MOD_01777	PF07195
120619-bin3|PROKKA_MOD_01782	PF01370
120619-bin3|PROKKA_MOD_01783	PF04321
120619-bin3|PROKKA_MOD_01784	PF00908
120619-bin3|PROKKA_MOD_01785	PF00483
120619-bin3|PROKKA_MOD_01790	PF01243
120619-bin3|PROKKA_MOD_01792	PF02896
120619-bin3|PROKKA_MOD_01793	PF00293
120619-bin3|PROKKA_MOD_01794	PF12710
120619-bin3|PROKKA_MOD_01795	PF00136
120619-bin3|PROKKA_MOD_01796	PF03313
120619-bin3|PROKKA_MOD_01797	PF00593
120619-bin3|PROKKA_MOD_01799	PF03279
120619-bin3|PROKKA_MOD_01800	PF02386
120619-bin3|PROKKA_MOD_01801	PF02254
120619-bin3|PROKKA_MOD_01802	PF01189
120619-bin3|PROKKA_MOD_01805	PF04389
120619-bin3|PROKKA_MOD_01806	PF07676
120619-bin3|PROKKA_MOD_01809	PF00593
120619-bin3|PROKKA_MOD_01813	PF13847
120619-bin3|PROKKA_MOD_01814	PF03712
120619-bin3|PROKKA_MOD_01819	PF05201
120619-bin3|PROKKA_MOD_01820	PF00472
120619-bin3|PROKKA_MOD_01821	PF12847
120619-bin3|PROKKA_MOD_01822	PF00899
120619-bin3|PROKKA_MOD_01824	PF01168
120619-bin3|PROKKA_MOD_01825	PF14748
120619-bin3|PROKKA_MOD_01826	PF02325
120619-bin3|PROKKA_MOD_01827	PF00561
120619-bin3|PROKKA_MOD_01828	PF07021
120619-bin3|PROKKA_MOD_01829	PF01725
120619-bin3|PROKKA_MOD_01833	PF08308
120619-bin3|PROKKA_MOD_01835	PF01116
120619-bin3|PROKKA_MOD_01836	PF01124
120619-bin3|PROKKA_MOD_01837	PF00389
120619-bin3|PROKKA_MOD_01838	PF02913
120619-bin3|PROKKA_MOD_01840	PF07396
120619-bin3|PROKKA_MOD_01841	PF10985
120619-bin3|PROKKA_MOD_01842	PF00916
120619-bin3|PROKKA_MOD_01843	PF12706
120619-bin3|PROKKA_MOD_01844	PF13618
120619-bin3|PROKKA_MOD_01845	PF05199
120619-bin3|PROKKA_MOD_01846	PF00916
120619-bin3|PROKKA_MOD_01848	PF01545
120619-bin3|PROKKA_MOD_01849	PF00873
120619-bin3|PROKKA_MOD_01850	PF12700
120619-bin3|PROKKA_MOD_01852	PF00742
120619-bin3|PROKKA_MOD_01853	PF14821
120619-bin3|PROKKA_MOD_01854	PF01368
120619-bin3|PROKKA_MOD_01855	PF01668
120619-bin3|PROKKA_MOD_01856	PF00501
120619-bin3|PROKKA_MOD_01857	PF00209
120619-bin3|PROKKA_MOD_01858	PF03364
120619-bin3|PROKKA_MOD_01859	PF07700
120619-bin3|PROKKA_MOD_01860	PF00072
120619-bin3|PROKKA_MOD_01861	PF00072
120619-bin3|PROKKA_MOD_01864	PF00072
120619-bin3|PROKKA_MOD_01866	PF02233
120619-bin3|PROKKA_MOD_01867	PF05222
120619-bin3|PROKKA_MOD_01868	PF00144
120619-bin3|PROKKA_MOD_01869	PF01425
120619-bin3|PROKKA_MOD_01870	PF12704
120619-bin3|PROKKA_MOD_01871	PF00005
120619-bin3|PROKKA_MOD_01872	PF12700
120619-bin3|PROKKA_MOD_01873	PF01042
120619-bin3|PROKKA_MOD_01874	PF00034
120619-bin3|PROKKA_MOD_01875	PF01593
120619-bin3|PROKKA_MOD_01880	PF00474
120619-bin3|PROKKA_MOD_01883	PF01436
120619-bin3|PROKKA_MOD_01885	PF00106
120619-bin3|PROKKA_MOD_01886	PF13360
120619-bin3|PROKKA_MOD_01887	PF13442
120619-bin3|PROKKA_MOD_01890	PF01323
120619-bin3|PROKKA_MOD_01892	PF04389
120619-bin3|PROKKA_MOD_01893	PF00106
120619-bin3|PROKKA_MOD_01894	PF02798
120619-bin3|PROKKA_MOD_01895	PF02515
120619-bin3|PROKKA_MOD_01896	PF03060
120619-bin3|PROKKA_MOD_01898	PF13360
120619-bin3|PROKKA_MOD_01900	PF00551
120619-bin3|PROKKA_MOD_01901	PF01327
120619-bin3|PROKKA_MOD_01903	PF02481
120619-bin3|PROKKA_MOD_01904	PF01300
120619-bin3|PROKKA_MOD_01906	PF02119
120619-bin3|PROKKA_MOD_01907	PF02107
120619-bin3|PROKKA_MOD_01908	PF06429
120619-bin3|PROKKA_MOD_01909	PF06429
120619-bin3|PROKKA_MOD_01910	PF06429
120619-bin3|PROKKA_MOD_01911	PF01794
120619-bin3|PROKKA_MOD_01912	PF00174
120619-bin3|PROKKA_MOD_01913	PF01066
120619-bin3|PROKKA_MOD_01914	PF07991
120619-bin3|PROKKA_MOD_01920	PF00005
120619-bin3|PROKKA_MOD_01921	PF00884
120619-bin3|PROKKA_MOD_01922	PF14863
120619-bin3|PROKKA_MOD_01924	PF13343
120619-bin3|PROKKA_MOD_01925	PF00593
120619-bin3|PROKKA_MOD_01927	PF02424
120619-bin3|PROKKA_MOD_01928	PF12094
120619-bin3|PROKKA_MOD_01929	PF14086
120619-bin3|PROKKA_MOD_01932	PF04316
120619-bin3|PROKKA_MOD_01933	PF13144
120619-bin3|PROKKA_MOD_01935	PF06429
120619-bin3|PROKKA_MOD_01936	PF03963
120619-bin3|PROKKA_MOD_01940	PF01968
120619-bin3|PROKKA_MOD_01942	PF00589
120619-bin3|PROKKA_MOD_01943	PF02599
120619-bin3|PROKKA_MOD_01944	PF00696
120619-bin3|PROKKA_MOD_01945	PF07973
120619-bin3|PROKKA_MOD_01946	PF13450
120619-bin3|PROKKA_MOD_01948	PF00440
120619-bin3|PROKKA_MOD_01949	PF00226
120619-bin3|PROKKA_MOD_01950	PF00012
120619-bin3|PROKKA_MOD_01951	PF01025
120619-bin3|PROKKA_MOD_01955	PF08238
120619-bin3|PROKKA_MOD_01956	PF00691
120619-bin3|PROKKA_MOD_01957	PF00691
120619-bin3|PROKKA_MOD_01960	PF01243
120619-bin3|PROKKA_MOD_01962	PF02687
120619-bin3|PROKKA_MOD_01964	PF00474
120619-bin3|PROKKA_MOD_01966	PF06439
120619-bin3|PROKKA_MOD_01967	PF06439
120619-bin3|PROKKA_MOD_01968	PF01645
120619-bin3|PROKKA_MOD_01969	PF14691
120619-bin3|PROKKA_MOD_01972	PF08534
120619-bin3|PROKKA_MOD_01973	PF04205
120619-bin3|PROKKA_MOD_01975	PF07733
120619-bin3|PROKKA_MOD_01977	PF07969
120619-bin3|PROKKA_MOD_01978	PF00270
120619-bin3|PROKKA_MOD_01979	PF00462
120619-bin3|PROKKA_MOD_01980	PF11067
120619-bin3|PROKKA_MOD_01981	PF02784
120619-bin3|PROKKA_MOD_01982	PF01678
120619-bin3|PROKKA_MOD_01983	PF04340
120619-bin3|PROKKA_MOD_01984	PF00535
120619-bin3|PROKKA_MOD_01986	PF01300
120619-bin3|PROKKA_MOD_01987	PF00579
120619-bin3|PROKKA_MOD_01988	PF02616
120619-bin3|PROKKA_MOD_01989	PF04079
120619-bin3|PROKKA_MOD_01990	PF02872
120619-bin3|PROKKA_MOD_01991	PF01546
120619-bin3|PROKKA_MOD_01992	PF00795
120619-bin3|PROKKA_MOD_01996	PF03176
120619-bin3|PROKKA_MOD_01998	PF03553
120619-bin3|PROKKA_MOD_01999	PF05222
120619-bin3|PROKKA_MOD_02001	PF00202
120619-bin3|PROKKA_MOD_02003	PF04116
120619-bin3|PROKKA_MOD_02005	PF00709
120619-bin3|PROKKA_MOD_02006	PF13393
120619-bin3|PROKKA_MOD_02007	PF01145
120619-bin3|PROKKA_MOD_02010	PF07715
120619-bin3|PROKKA_MOD_02012	PF07992
120619-bin3|PROKKA_MOD_02013	PF12697
120619-bin3|PROKKA_MOD_02015	PF07992
120619-bin3|PROKKA_MOD_02016	PF02600
120619-bin3|PROKKA_MOD_02017	PF04262
120619-bin3|PROKKA_MOD_02024	PF01381
120619-bin3|PROKKA_MOD_02025	PF01799
120619-bin3|PROKKA_MOD_02028	PF01436
120619-bin3|PROKKA_MOD_02032	PF01799
120619-bin3|PROKKA_MOD_02034	PF04338
120619-bin3|PROKKA_MOD_02036	PF07715
120619-bin3|PROKKA_MOD_02039	PF01812
120619-bin3|PROKKA_MOD_02040	PF05164
120619-bin3|PROKKA_MOD_02042	PF05195
120619-bin3|PROKKA_MOD_02043	PF07969
120619-bin3|PROKKA_MOD_02044	PF01804
120619-bin3|PROKKA_MOD_02046	PF00486
120619-bin3|PROKKA_MOD_02047	PF00005
120619-bin3|PROKKA_MOD_02048	PF03553
120619-bin3|PROKKA_MOD_02049	PF00581
120619-bin3|PROKKA_MOD_02052	PF04279
120619-bin3|PROKKA_MOD_02053	PF03795
120619-bin3|PROKKA_MOD_02054	PF00160
120619-bin3|PROKKA_MOD_02055	PF03372
120619-bin3|PROKKA_MOD_02057	PF00994
120619-bin3|PROKKA_MOD_02060	PF00440
120619-bin3|PROKKA_MOD_02061	PF12697
120619-bin3|PROKKA_MOD_02065	PF00482
120619-bin3|PROKKA_MOD_02067	PF02597
120619-bin3|PROKKA_MOD_02068	PF02391
120619-bin3|PROKKA_MOD_02069	PF00849
120619-bin3|PROKKA_MOD_02070	PF00313
120619-bin3|PROKKA_MOD_02071	PF02617
120619-bin3|PROKKA_MOD_02072	PF00004
120619-bin3|PROKKA_MOD_02073	PF11940
120619-bin3|PROKKA_MOD_02074	PF00330
120619-bin3|PROKKA_MOD_02075	PF00390
120619-bin3|PROKKA_MOD_02076	PF03781
120619-bin3|PROKKA_MOD_02078	PF01425
120619-bin3|PROKKA_MOD_02080	PF13478
120619-bin3|PROKKA_MOD_02083	PF03441
120619-bin3|PROKKA_MOD_02085	PF13335
120619-bin3|PROKKA_MOD_02086	PF04380
120619-bin3|PROKKA_MOD_02087	PF00543
120619-bin3|PROKKA_MOD_02088	PF00909
120619-bin3|PROKKA_MOD_02089	PF04452
120619-bin3|PROKKA_MOD_02090	PF00497
120619-bin3|PROKKA_MOD_02091	PF00209
120619-bin3|PROKKA_MOD_02095	PF14085
120619-bin3|PROKKA_MOD_02096	PF03883
120619-bin3|PROKKA_MOD_02097	PF06080
120619-bin3|PROKKA_MOD_02099	PF00216
120619-bin3|PROKKA_MOD_02100	PF00587
120619-bin3|PROKKA_MOD_02101	PF00258
120619-bin3|PROKKA_MOD_02102	PF09842
120619-bin3|PROKKA_MOD_02104	PF03466
120619-bin3|PROKKA_MOD_02105	PF01430
120619-bin3|PROKKA_MOD_02106	PF07715
120619-bin3|PROKKA_MOD_02108	PF04542
120619-bin3|PROKKA_MOD_02109	PF12680
120619-bin3|PROKKA_MOD_02110	PF13360
120619-bin3|PROKKA_MOD_02111	PF07478
120619-bin3|PROKKA_MOD_02112	PF03799
120619-bin3|PROKKA_MOD_02113	PF14450
120619-bin3|PROKKA_MOD_02114	PF00091
120619-bin3|PROKKA_MOD_02116	PF13360
120619-bin3|PROKKA_MOD_02118	PF08494
120619-bin3|PROKKA_MOD_02120	PF05649
120619-bin3|PROKKA_MOD_02121	PF01527
120619-bin3|PROKKA_MOD_02123	PF00481
120619-bin3|PROKKA_MOD_02124	PF13899
120619-bin3|PROKKA_MOD_02126	PF13738
120619-bin3|PROKKA_MOD_02130	PF12695
120619-bin3|PROKKA_MOD_02132	PF08334
120619-bin3|PROKKA_MOD_02136	PF03934
120619-bin3|PROKKA_MOD_02138	PF01026
120619-bin3|PROKKA_MOD_02139	PF01063
120619-bin3|PROKKA_MOD_02140	PF01751
120619-bin3|PROKKA_MOD_02142	PF00144
120619-bin3|PROKKA_MOD_02146	PF00475
120619-bin3|PROKKA_MOD_02148	PF08278
120619-bin3|PROKKA_MOD_02149	PF04546
120619-bin3|PROKKA_MOD_02151	PF08442
120619-bin3|PROKKA_MOD_02152	PF02629
120619-bin3|PROKKA_MOD_02153	PF11932
120619-bin3|PROKKA_MOD_02155	PF08933
120619-bin3|PROKKA_MOD_02157	PF00483
120619-bin3|PROKKA_MOD_02158	PF07977
120619-bin3|PROKKA_MOD_02159	PF00109
120619-bin3|PROKKA_MOD_02161	PF06189
120619-bin3|PROKKA_MOD_02162	PF01925
120619-bin3|PROKKA_MOD_02163	PF03466
120619-bin3|PROKKA_MOD_02168	PF03942
120619-bin3|PROKKA_MOD_02169	PF00884
120619-bin3|PROKKA_MOD_02172	PF00144
120619-bin3|PROKKA_MOD_02173	PF00593
120619-bin3|PROKKA_MOD_02176	PF07386
120619-bin3|PROKKA_MOD_02177	PF01575
120619-bin3|PROKKA_MOD_02182	PF02601
120619-bin3|PROKKA_MOD_02183	PF04986
120619-bin3|PROKKA_MOD_02185	PF13417
120619-bin3|PROKKA_MOD_02187	PF00478
120619-bin3|PROKKA_MOD_02192	PF03781
120619-bin3|PROKKA_MOD_02193	PF03712
120619-bin3|PROKKA_MOD_02194	PF01037
120619-bin3|PROKKA_MOD_02195	PF00266
120619-bin3|PROKKA_MOD_02196	PF00593
120619-bin3|PROKKA_MOD_02197	PF04355
120619-bin3|PROKKA_MOD_02198	PF04445
120619-bin3|PROKKA_MOD_02199	PF02673
120619-bin3|PROKKA_MOD_02203	PF12697
120619-bin3|PROKKA_MOD_02206	PF13703
120619-bin3|PROKKA_MOD_02208	PF03544
120619-bin3|PROKKA_MOD_02210	PF02518
120619-bin3|PROKKA_MOD_02212	PF07992
120619-bin3|PROKKA_MOD_02213	PF00198
120619-bin3|PROKKA_MOD_02223	PF02653
120619-bin3|PROKKA_MOD_02224	PF13407
120619-bin3|PROKKA_MOD_02225	PF01261
120619-bin3|PROKKA_MOD_02228	PF05199
120619-bin3|PROKKA_MOD_02231	PF06736
120619-bin3|PROKKA_MOD_02232	PF01047
120619-bin3|PROKKA_MOD_02233	PF13795
120619-bin3|PROKKA_MOD_02235	PF00313
120619-bin3|PROKKA_MOD_02236	PF14240
120619-bin3|PROKKA_MOD_02237	PF12802
120619-bin3|PROKKA_MOD_02239	PF01804
120619-bin3|PROKKA_MOD_02240	PF14108
120619-bin3|PROKKA_MOD_02241	PF03486
120619-bin3|PROKKA_MOD_02242	PF00294
120619-bin3|PROKKA_MOD_02245	PF07995
120619-bin3|PROKKA_MOD_02246	PF01177
120619-bin3|PROKKA_MOD_02247	PF01914
120619-bin3|PROKKA_MOD_02248	PF07995
120619-bin3|PROKKA_MOD_02249	PF01177
120619-bin3|PROKKA_MOD_02250	PF01914
120619-bin3|PROKKA_MOD_02252	PF00406
120619-bin3|PROKKA_MOD_02254	PF03712
120619-bin3|PROKKA_MOD_02256	PF01514
120619-bin3|PROKKA_MOD_02257	PF02049
120619-bin3|PROKKA_MOD_02258	PF00158
120619-bin3|PROKKA_MOD_02260	PF01618
120619-bin3|PROKKA_MOD_02261	PF01618
120619-bin3|PROKKA_MOD_02262	PF02472
120619-bin3|PROKKA_MOD_02266	PF00005
120619-bin3|PROKKA_MOD_02267	PF02028
120619-bin3|PROKKA_MOD_02268	PF01663
120619-bin3|PROKKA_MOD_02270	PF01706
120619-bin3|PROKKA_MOD_02271	PF08345
120619-bin3|PROKKA_MOD_02272	PF01527
120619-bin3|PROKKA_MOD_02273	PF00884
120619-bin3|PROKKA_MOD_02275	PF13474
120619-bin3|PROKKA_MOD_02279	PF00753
120619-bin3|PROKKA_MOD_02283	PF00925
120619-bin3|PROKKA_MOD_02284	PF04608
120619-bin3|PROKKA_MOD_02285	PF00586
120619-bin3|PROKKA_MOD_02286	PF01029
120619-bin3|PROKKA_MOD_02287	PF00006
120619-bin3|PROKKA_MOD_02290	PF01527
120619-bin3|PROKKA_MOD_02291	PF00665
120619-bin3|PROKKA_MOD_02292	PF12833
120619-bin3|PROKKA_MOD_02293	PF13442
120619-bin3|PROKKA_MOD_02294	PF13442
120619-bin3|PROKKA_MOD_02295	PF01078
120619-bin3|PROKKA_MOD_02296	PF00005
120619-bin3|PROKKA_MOD_02297	PF00535
120619-bin3|PROKKA_MOD_02298	PF01075
120619-bin3|PROKKA_MOD_02300	PF13759
120619-bin3|PROKKA_MOD_02305	PF00593
120619-bin3|PROKKA_MOD_02308	PF02739
120619-bin3|PROKKA_MOD_02309	PF01297
120619-bin3|PROKKA_MOD_02310	PF01758
120619-bin3|PROKKA_MOD_02311	PF00543
120619-bin3|PROKKA_MOD_02314	PF01852
120619-bin3|PROKKA_MOD_02315	PF02979
120619-bin3|PROKKA_MOD_02318	PF01656
120619-bin3|PROKKA_MOD_02319	PF02527
120619-bin3|PROKKA_MOD_02320	PF13932
120619-bin3|PROKKA_MOD_02322	PF01656
120619-bin3|PROKKA_MOD_02323	PF02527
120619-bin3|PROKKA_MOD_02324	PF13932
120619-bin3|PROKKA_MOD_02325	PF13847
120619-bin3|PROKKA_MOD_02326	PF00291
120619-bin3|PROKKA_MOD_02328	PF01423
120619-bin3|PROKKA_MOD_02329	PF01926
120619-bin3|PROKKA_MOD_02333	PF09822
120619-bin3|PROKKA_MOD_02335	PF00326
120619-bin3|PROKKA_MOD_02336	PF04828
120619-bin3|PROKKA_MOD_02339	PF02585
120619-bin3|PROKKA_MOD_02341	PF02321
120619-bin3|PROKKA_MOD_02345	PF01244
120619-bin3|PROKKA_MOD_02350	PF03781
120619-bin3|PROKKA_MOD_02352	PF00174
120619-bin3|PROKKA_MOD_02354	PF01124
120619-bin3|PROKKA_MOD_02357	PF13360
120619-bin3|PROKKA_MOD_02358	PF11940
120619-bin3|PROKKA_MOD_02359	PF01546
120619-bin3|PROKKA_MOD_02360	PF14789
120619-bin3|PROKKA_MOD_02365	PF08335
120619-bin3|PROKKA_MOD_02366	PF00557
120619-bin3|PROKKA_MOD_02367	PF04116
120619-bin3|PROKKA_MOD_02369	PF00375
120619-bin3|PROKKA_MOD_02370	PF00970
120619-bin3|PROKKA_MOD_02371	PF02800
120619-bin3|PROKKA_MOD_02372	PF00106
120619-bin3|PROKKA_MOD_02377	PF02800
120619-bin3|PROKKA_MOD_02378	PF00106
120619-bin3|PROKKA_MOD_02380	PF08335
120619-bin3|PROKKA_MOD_02381	PF00557
120619-bin3|PROKKA_MOD_02382	PF01841
120619-bin3|PROKKA_MOD_02383	PF07726
120619-bin3|PROKKA_MOD_02384	PF03279
120619-bin3|PROKKA_MOD_02385	PF13365
120619-bin3|PROKKA_MOD_02386	PF00158
120619-bin3|PROKKA_MOD_02387	PF02561
120619-bin3|PROKKA_MOD_02392	PF02016
120619-bin3|PROKKA_MOD_02394	PF12695
120619-bin3|PROKKA_MOD_02395	PF09822
120619-bin3|PROKKA_MOD_02397	PF01612
120619-bin3|PROKKA_MOD_02398	PF00476
120619-bin3|PROKKA_MOD_02400	PF02321
120619-bin3|PROKKA_MOD_02402	PF00440
120619-bin3|PROKKA_MOD_02404	PF00067
120619-bin3|PROKKA_MOD_02405	PF01019
120619-bin3|PROKKA_MOD_02408	PF02321
120619-bin3|PROKKA_MOD_02411	PF01149
120619-bin3|PROKKA_MOD_02412	PF05378
120619-bin3|PROKKA_MOD_02413	PF00005
120619-bin3|PROKKA_MOD_02414	PF00950
120619-bin3|PROKKA_MOD_02415	PF00561
120619-bin3|PROKKA_MOD_02416	PF03602
120619-bin3|PROKKA_MOD_02419	PF00582
120619-bin3|PROKKA_MOD_02420	PF01149
